1.外源性荧光光谱探针靶向快速检测食用植物油质量,批准号：31701685,申请代码：C2008,项目类别：青年科学基金项目,项目负责人： 顾海洋,资助经费：25.0（万元）,批准年度：2017,结题年度：2020,依托单位： 滁州学院,关键词： 食用植物油； 光谱； 荧光谱； 靶向； 质量
2.基于秸秆热解技术的高品质生物炭肥的结构与营养协同调控机理,批准号：31701310,申请代码：C1303,项目类别：青年科学基金项目,项目负责人： 牛文娟,资助经费：25.0（万元）,批准年度：2017,结题年度：2020,依托单位： 华中农业大学,关键词： 热解炭化； 秸秆； 生物炭肥； 质量； 加工
3.大质量星系和小质量星系的形成与演化,批准号：11533006,申请代码：A1404,项目类别：重点项目,项目负责人： 景益鹏,资助经费：320.0（万元）,批准年度：2015,结题年度：2020,依托单位： 上海交通大学,关键词： 暗物质晕； 半解析模型； 数值模拟； 恒星形成历史； 恒星爆发
4.大曲率开闭角复杂型面几何质量测评及质量控制方法,批准号：51675378,申请代码：E0510,项目类别：面上项目,项目负责人： 何改云,资助经费：62.0（万元）,批准年度：2016,结题年度：2020,依托单位： 天津大学,关键词： 在机检测； 几何质量控制； 数据采样； CAD模型
5.基于接力链与质量损益函数的大坝混凝土施工质量控制机理研究,批准号：51709116,申请代码：E0906,项目类别：青年科学基金项目,项目负责人： 王博,资助经费：20.0（万元）,批准年度：2017,结题年度：2020,依托单位： 华北水利水电大学,关键词： 质量控制； 质量损益函数； 大坝混凝土施工； 接力链
6.基于自适应控制与电能质量评估模型的微网电能质量全局优化控制策略研究,批准号：51667002,申请代码：E0706,项目类别：地区科学基金项目,项目负责人： 师洪涛,资助经费：44.3（万元）,批准年度：2016,结题年度：2020,依托单位： 北方民族大学,关键词： 电能质量控制； 评估模型； 微网； 自适应控制
7.基于深度置信神经网络的地表覆盖质量检测方法研究,批准号：41671440,申请代码：D0113,项目类别：面上项目,项目负责人： 张继贤,资助经费：65.0（万元）,批准年度：2016,结题年度：2020,依托单位： 国家测绘产品质量检验测试中心,关键词： 特征提取； 地表覆盖分类； 质量检测； 深度置信神经网络
8.小质量白矮星并合与演化,批准号：11703001,申请代码：A1502,项目类别：青年科学基金项目,项目负责人： 张先飞,资助经费：30.0（万元）,批准年度：2017,结题年度：2020,依托单位： 北京师范大学,关键词： 双简并星； 双星演化； 密近双星； 热亚矮星
9.中微子质量产生和宇宙中物质起源,批准号：11675100,申请代码：A2606,项目类别：面上项目,项目负责人： 顾佩洪,资助经费：58.0（万元）,批准年度：2016,结题年度：2020,依托单位： 上海交通大学,关键词： 正反物质不对称； 中微子质量； 暗物质
10.事务所规模与审计质量：团队视角,批准号：71672159,申请代码：G0206,项目类别：面上项目,项目负责人： 刘峰,资助经费：48.0（万元）,批准年度：2016,结题年度：2020,依托单位： 厦门大学,关键词： 聘约权； 审计团队； 审计质量； 组织结构； 声誉机制
11.大质量恒星的外壳对流和物质损失,批准号：11663001,申请代码：A1502,项目类别：地区科学基金项目,项目负责人： 丁彩云,资助经费：31.0（万元）,批准年度：2016,结题年度：2020,依托单位： 楚雄师范学院,关键词： 对流； 星风物质损失； 对流超射
