1.道地陕西秦艽质量形成内在机制研究,批准号：81473297,申请代码：H3201,项目类别：面上项目,项目负责人： 陈千良,资助经费：72.0（万元）,批准年度：2014,结题年度：2018,依托单位： 西北大学,关键词： 秦艽； 形成机制； 功能基因； 质量； 表达
2.中国农产品质量竞争力研究-基于出口优势产品的实证分析,批准号：71463009,申请代码：G0311,项目类别：地区科学基金项目,项目负责人： 江东坡,资助经费：34.0（万元）,批准年度：2014,结题年度：2018,依托单位： 贵州大学,关键词： 农产品； 贸易； 竞争力； 标准； 质量
3.我国开放教育资源项目质量监测评价及质量保证策略研究——基于用户满意度视角,批准号：71503278,申请代码：G0407,项目类别：青年科学基金项目,项目负责人： 万力勇,资助经费：18.0（万元）,批准年度：2015,结题年度：2018,依托单位： 中南民族大学,关键词： 开放教育资源； 质量监测； 数字化学习； 质量评价； 质量保证
4.星系中心的中等质量黑洞研究,批准号：11473062,申请代码：A1404,项目类别：面上项目,项目负责人： 董小波,资助经费：90.0（万元）,批准年度：2014,结题年度：2018,依托单位： 中国科学院云南天文台,关键词： 黑洞吸积； 活动星系核； 反响映射； 中等质量黑洞； 星系演化
5.中微子质量矩阵特殊结构与味对称,批准号：11505062,申请代码：A2605,项目类别：青年科学基金项目,项目负责人： 汪伟建,资助经费：18.0（万元）,批准年度：2015,结题年度：2018,依托单位： 华北电力大学（保定）,关键词： 跷跷板机制； 中微子质量矩阵结构； 轻子味混合； 味对称
6.皮肤镜图像质量的综合评价方法研究,批准号：61471016,申请代码：F0116,项目类别：面上项目,项目负责人： 谢凤英,资助经费：88.0（万元）,批准年度：2014,结题年度：2018,依托单位： 北京航空航天大学,关键词： 客观评价； 无参考评价； 皮肤镜图像； 综合评价
7.前瞻性非财务信息披露质量研究,批准号：71502144,申请代码：G0206,项目类别：青年科学基金项目,项目负责人： 谭有超,资助经费：19.5（万元）,批准年度：2015,结题年度：2018,依托单位： 西南财经大学,关键词： 经济后果； 前瞻性非财务信息； 披露质量； 披露动机； 异质性
8.视觉质量感知的脑电时空特性研究,批准号：61501349,申请代码：F0116,项目类别：青年科学基金项目,项目负责人： 何立火,资助经费：19.0（万元）,批准年度：2015,结题年度：2018,依托单位： 西安电子科技大学,关键词： 视觉质量； 低秩表示； 脑电信号； 深度学习； 时空特性
9.大质量双星系统的元素混合效应研究,批准号：11463002,申请代码：A1502,项目类别：地区科学基金项目,项目负责人： 宋汉峰,资助经费：60.0（万元）,批准年度：2014,结题年度：2018,依托单位： 贵州大学,关键词： 转动； 潮汐； 元素混合； 恒星结构与演化
10.大质量无星团块的证认与分析研究,批准号：11503035,申请代码：A1501,项目类别：青年科学基金项目,项目负责人： 袁敬华,资助经费：22.0（万元）,批准年度：2015,结题年度：2018,依托单位： 中国科学院国家天文台,关键词： 多波段； 大质量恒星形成； 红外暗云； 恒星形成区； 无星团块
