1.考虑策略消费者行为的供应链产品质量和价格联合决策研究,批准号：71602040,申请代码：G0211,项目类别：青年科学基金项目,项目负责人： 陈雯,资助经费：17.0（万元）,批准年度：2016,结题年度：2019,依托单位： 广州大学,关键词： 供应链协调； 分散决策； 质量； 集中决策
2.改善社区卫生服务质量的支付方式优化策略研究：基于激励相容视角,批准号：71603055,申请代码：G0405,项目类别：青年科学基金项目,项目负责人： 张璐莹,资助经费：17.0（万元）,批准年度：2016,结题年度：2019,依托单位： 复旦大学,关键词： 激励相容； 按人头付费； 按绩效支付； 质量； 社区卫生服务
3.鼠丘土壤与植被退化演替机制研究,批准号：31560668,申请代码：C1602,项目类别：地区科学基金项目,项目负责人： 孙海群,资助经费：40.0（万元）,批准年度：2015,结题年度：2019,依托单位： 青海大学,关键词： 生态系统； 天然草地； 土壤； 植被； 质量
4.不同矿物成因禹余粮品质的药效学评价及其“性涩”（止血、止泻）物质基础与作用机制研究,批准号：81573556,申请代码：H3203,项目类别：面上项目,项目负责人： 吴德康,资助经费：62.0（万元）,批准年度：2015,结题年度：2019,依托单位： 南京中医药大学,关键词： 药效物质基础； 金属离子； 禹余粮； 效应机制； 质量
5.活动星系核中心超大质量黑洞的质量测量方法研究,批准号：11573026,申请代码：A1404,项目类别：面上项目,项目负责人： 李彦荣,资助经费：70.0（万元）,批准年度：2015,结题年度：2019,依托单位： 中国科学院高能物理研究所,关键词： 宽线区； 黑洞吸积； 反响映射； 黑洞质量测量； 活动星系核
6.有机栽培下土壤质量演变机理研究,批准号：41571317,申请代码：D0701,项目类别：面上项目,项目负责人： 吕贻忠,资助经费：63.0（万元）,批准年度：2015,结题年度：2019,依托单位： 中国农业大学,关键词： 模型模拟； 土壤化学指标； 土壤质量演变； 土壤质量指数； 评价指标体系
7.破损唐卡图像修复质量评价模型的研究,批准号：61561042,申请代码：F0116,项目类别：地区科学基金项目,项目负责人： 胡文瑾,资助经费：41.0（万元）,批准年度：2015,结题年度：2019,依托单位： 西北民族大学,关键词： 唐卡； 修复后图像； 图像语义； 图像质量评价； 失真模型
8.多模式形状轮廓的统计质量控制,批准号：71602155,申请代码：G0108,项目类别：青年科学基金项目,项目负责人： 丁冬,资助经费：17.0（万元）,批准年度：2016,结题年度：2019,依托单位： 西安工程大学,关键词： 统计质量控制； 多模式； 自适应； 形状轮廓
9.中等质量黑洞寄主星系的气体成分研究,批准号：11603036,申请代码：A1404,项目类别：青年科学基金项目,项目负责人： 钱磊,资助经费：24.0（万元）,批准年度：2016,结题年度：2019,依托单位： 中国科学院国家天文台,关键词： 种子黑洞； 黑洞增长； 寄主星系； 恒星形成； 协同演化
10.自由曲面镜片成像质量影响机理及评价方法,批准号：61605193,申请代码：F0508,项目类别：青年科学基金项目,项目负责人： 禹静,资助经费：20.0（万元）,批准年度：2016,结题年度：2019,依托单位： 中国计量大学,关键词： 屈光度参数； 成像质量参数； 波前像差技术； 质量评价体系； 自由曲面镜片
