1.出凝血检验国际标准品互通性研究与国家标准品研制,批准号：81772254,申请代码：H2603,项目类别：面上项目,项目负责人： 彭明婷,资助经费：52.0（万元）,批准年度：2017,结题年度：2021,依托单位： 北京医院,关键词： 出凝血检验； 国际标准品； 互通性； 国家标准品； 准确性
2.无退化的混沌密码标准实现研究,批准号：61772047,申请代码：F0201,项目类别：面上项目,项目负责人： 赵耿,资助经费：58.0（万元）,批准年度：2017,结题年度：2021,依托单位： 北京电子科技学院,关键词： 标准化； 有限域； 硬件实现； 无退化； 混沌密码
3.儿童急性肾损伤诊断标准的研究,批准号：81770683,申请代码：H0502,项目类别：面上项目,项目负责人： 徐欣,资助经费：56.0（万元）,批准年度：2017,结题年度：2021,依托单位： 南方医科大学,关键词： 诊断标准； 死亡风险预测； 急性肾损伤； 儿童
4.艾肯系标准地层剖面的建立,批准号：41773065,申请代码：D0307,项目类别：面上项目,项目负责人： 刘建忠,资助经费：69.0（万元）,批准年度：2017,结题年度：2021,依托单位： 中国科学院地球化学研究所,关键词： 标准地层； 剖面； 艾肯系
5.超越标准量子极限的多参数联合测量,批准号：91836302,申请代码：A2403,项目类别：重大研究计划,项目负责人： 李小英,资助经费：410.0（万元）,批准年度：2018,结题年度：2021,依托单位： 天津大学,关键词： 精密测量； 光学参量放大器； 量子纠缠态； 多参数； 冷原子
6.溯源到约瑟夫森量子电压标准的电子温标,批准号：61771441,申请代码：F0122,项目类别：面上项目,项目负责人： 屈继峰,资助经费：68.0（万元）,批准年度：2017,结题年度：2021,依托单位： 中国计量科学研究院,关键词： 量子电压标准； 温标； 约瑟夫森效应； 热力学温度； 约翰逊噪声
7.基于妇幼大数据高危孕产妇标准及预警体系研究,批准号：71804162,申请代码：G0405,项目类别：青年科学基金项目,项目负责人： 马袁英,资助经费：16.5（万元）,批准年度：2018,结题年度：2021,依托单位： 浙江大学,关键词： 高危孕产妇； 预警； 大数据； 危重孕产妇； 妇幼保健
8.基于作物产量反应的水稻养分限量标准研究,批准号：31801938,申请代码：C1513,项目类别：青年科学基金项目,项目负责人： 徐新朋,资助经费：25.0（万元）,批准年度：2018,结题年度：2021,依托单位： 中国农业科学院农业资源与农业区划研究所,关键词： 限量标准； 土壤养分； 产量反应； 养分供应特征； QUEFTS模型
9.多维动态耦合特征下铁路主要技术标准深度学习优选,批准号：51778640,申请代码：E0809,项目类别：面上项目,项目负责人： 蒲浩,资助经费：60.0（万元）,批准年度：2017,结题年度：2021,依托单位： 中南大学,关键词： 主要技术标准； 深度学习； 铁路； 选线； 优化
10.脱细胞基质生物材料DNA去除标准和免疫原性研究,批准号：31771043,申请代码：C1002,项目类别：面上项目,项目负责人： 张剑,资助经费：60.0（万元）,批准年度：2017,结题年度：2021,依托单位： 中国人民解放军第二军医大学,关键词： 生物相容性； 内毒素； DNA； 脱细胞基质； 技术标准
11.不依赖标准星的红外大气消光测量方法研究,批准号：11803089,申请代码：A1901,项目类别：青年科学基金项目,项目负责人： 赵志军,资助经费：28.0（万元）,批准年度：2018,结题年度：2021,依托单位： 河南师范大学,关键词： 红外辐射测量； 天顶角扫描； 红外天文选址； 红外大气消光； 不依赖标准星
12.基于图的描述逻辑高效非标准推理技术的研究,批准号：61762063,申请代码：F0607,项目类别：地区科学基金项目,项目负责人： 付雪峰,资助经费：38.0（万元）,批准年度：2017,结题年度：2021,依托单位： 南昌工程学院,关键词： 本体调试； 本体修正； 并行推理； 不一致容忍语义； 知识本体
13.国家公园旅游生态补偿标准的测度模型及机制研究,批准号：41771147,申请代码：D0110,项目类别：面上项目,项目负责人： 章锦河,资助经费：60.0（万元）,批准年度：2017,结题年度：2021,依托单位： 南京大学,关键词： 旅游生态补偿标准； 旅游生态补偿机制； 生态系统服务； Shapley值法； 国家公园
14.面向政府大数据资源治理与共享的数据质量管理标准研究,批准号：92046017,申请代码：G0414,项目类别：重大研究计划,项目负责人： 洪学海,资助经费：20.0（万元）,批准年度：2020,结题年度：2021,依托单位： 中国科学院计算技术研究所,关键词： 政府大数据； 标准化； 案例分析； 共享机制； 分析框架
15.非标准型非线性系统的自适应逼近控制技术,批准号：61803226,申请代码：F0301,项目类别：青年科学基金项目,项目负责人： 张言军,资助经费：26.0（万元）,批准年度：2018,结题年度：2021,依托单位： 曲阜师范大学,关键词： 非标准型； 神经网络系统； T-S模糊系统； 自适应控制； 逼近控制
16.基于多尺度标准实验的固体材料可燃性分析方法研究,批准号：51776098,申请代码：E0604,项目类别：面上项目,项目负责人： 徐强,资助经费：60.0（万元）,批准年度：2017,结题年度：2021,依托单位： 南京理工大学,关键词： 引燃特性； 热释放能力； 热释放速率； 多尺度可燃性分析； 微尺度燃烧量热仪
17.基于内标准基因的云南野生菌等温检测新技术研究,批准号：31801635,申请代码：C2008,项目类别：青年科学基金项目,项目负责人： 商颖,资助经费：27.0（万元）,批准年度：2018,结题年度：2021,依托单位： 昆明理工大学,关键词： 内标准基因； DNA杂交； 野生菌； 定量检测； 等温扩增
"18.""金标准""眼压计的力学缺陷和固液膜解耦原理与实现",批准号：11772336,申请代码：A0812,项目类别：面上项目,项目负责人： 杨荣,资助经费：90.0（万元）,批准年度：2017,结题年度：2021,依托单位： 中国科学院力学研究所,关键词： 深度敏感； 眼压； 解耦； 角膜； 眼压计
19.京津冀区域大气细颗粒物的标准化样品采集和表征,批准号：91743206,申请代码：B0607,项目类别：重大研究计划,项目负责人： 张庆华,资助经费：290.0（万元）,批准年度：2017,结题年度：2021,依托单位： 中国科学院生态环境研究中心,关键词： 标准化； 大气细颗粒物； 表征； 样品采集； 京津冀
20.若干非标准核奇异积分及相关分数次非线性方程的研究,批准号：11771399,申请代码：A0205,项目类别：面上项目,项目负责人： 陶祥兴,资助经费：48.0（万元）,批准年度：2017,结题年度：2021,依托单位： 浙江科技学院,关键词： 交换子； 奇异积分算子； 分数次积分算子； 粗糙核算子； 分数次Laplacian
21.符合人体安全标准的大功率模块化无线充电系统的研究,批准号：51807174,申请代码：E0706,项目类别：青年科学基金项目,项目负责人： 钟文兴,资助经费：23.0（万元）,批准年度：2018,结题年度：2021,依托单位： 浙江大学,关键词： 无线能量传输； 感性谐振耦合； 人体安全； 无线充电； 模块化
22.基于基因组的赤杆菌科细菌分子系统发育及其分类标准研究,批准号：31770004,申请代码：C0101,项目类别：面上项目,项目负责人： 许学伟,资助经费：60.0（万元）,批准年度：2017,结题年度：2021,依托单位： 自然资源部第二海洋研究所,关键词： 海洋细菌； 赤杆菌； 细菌资源； 系统发育； 多相分类
23.基于政府与农户响应的东北黑土区保护性耕作补贴标准动态测度研究,批准号：71803095,申请代码：G0311,项目类别：青年科学基金项目,项目负责人： 乔金杰,资助经费：17.0（万元）,批准年度：2018,结题年度：2021,依托单位： 齐齐哈尔大学,关键词： 动态测度； 多元Probit； 保护性耕作补贴； 政策边界； 东北黑土区
24.大数据驱动学习下超声成像系统标准扫查切面检测与组织结构定位研究,批准号：61771233,申请代码：F0125,项目类别：面上项目,项目负责人： 杨丰,资助经费：67.0（万元）,批准年度：2017,结题年度：2021,依托单位： 南方医科大学,关键词： 图像理解； 超声图像； 组织结构定位； 扫查切面检测； 机器学习
25.基于高品质单光子和多光子纠缠的超越标准量子极限精密测量技术,批准号：91836303,申请代码：A2205,项目类别：重大研究计划,项目负责人： 陆朝阳,资助经费：430.0（万元）,批准年度：2018,结题年度：2021,依托单位： 中国科学技术大学,关键词： 压缩态； 单光子源； 光子轨道角动量； 多光子纠缠； 量子精密测量
26.基于专利池的高技术产业技术标准开发机制与政策研究,批准号：71774177,申请代码：G0404,项目类别：面上项目,项目负责人： 张运生,资助经费：48.0（万元）,批准年度：2017,结题年度：2021,依托单位： 中南大学,关键词： 专利池； 技术标准化； 科技政策； 技术创新； 自主创新能力
27.标准化戊型肝炎病毒急性和慢性感染兔模型的建立和应用,批准号：81772175,申请代码：H2103,项目类别：面上项目,项目负责人： 王玲,资助经费：83.0（万元）,批准年度：2017,结题年度：2021,依托单位： 北京大学,关键词： 疾病兔模型； 戊型肝炎病毒； 致病机制； 感染与免疫； 抗病毒药物筛选
28.榍石离子探针U-Pb定年的基体效应研究及微区分析标准物质研制,批准号：41773047,申请代码：D0303,项目类别：面上项目,项目负责人： 凌潇潇,资助经费：68.0（万元）,批准年度：2017,结题年度：2021,依托单位： 中国科学院地质与地球物理研究所,关键词： 标准物质； 离子探针； 榍石； 基体效应
29.求解标准形式的大规模离散不适定问题的Krylov迭代法正则化理论和算法,批准号：11771249,申请代码：A0502,项目类别：面上项目,项目负责人： 贾仲孝,资助经费：48.0（万元）,批准年度：2017,结题年度：2021,依托单位： 清华大学,关键词： 强噪声； 信号处理； 图像处理； 压缩感知
